carbody,wheelbase,enginetype,cylindernumber,fuelsystem,boreratio,CarCompanyName,fueltype,aspiration,enginelocation,4wd,fwd,MPG
12371.96,95.7,11574.04843,2,7478.151515,3.05,9696.645161,0,1,1,1,0,29.74708036
12371.96,95.7,11574.04843,2,7478.151515,3.05,9696.645161,0,1,1,1,0,29.74708036
14344.27083,95.7,11574.04843,2,7478.151515,3.19,9696.645161,0,1,1,0,1,33.8459125
10376.65239,95.7,11574.04843,2,7478.151515,3.19,9696.645161,0,1,1,0,1,33.8459125
14344.27083,95.7,11574.04843,2,15838.15,3.27,9696.645161,1,1,1,0,1,35.09883214
10376.65239,95.7,11574.04843,2,15838.15,3.27,9696.645161,1,1,1,0,1,42.94474464
14344.27083,95.7,11574.04843,2,7478.151515,3.19,9696.645161,0,1,1,0,1,42.94474464
10376.65239,95.7,11574.04843,2,7478.151515,3.19,9696.645161,0,1,1,0,1,31.29649643
14344.27083,95.7,11574.04843,2,7478.151515,3.19,9696.645161,0,1,1,0,1,31.29649643
14344.27083,94.5,11574.04843,2,7478.151515,3.19,9696.645161,0,1,1,0,0,31.74708036
10376.65239,94.5,11574.04843,2,7478.151515,3.19,9696.645161,0,1,1,0,0,31.74708036
14344.27083,94.5,18116.41667,2,17754.60284,3.24,9696.645161,0,1,1,0,0,27.64824821
10376.65239,94.5,18116.41667,2,17754.60284,3.24,9696.645161,0,1,1,0,0,27.64824821
22208.5,98.4,11574.04843,2,17754.60284,3.62,9696.645161,0,1,1,0,0,27.29649643
22208.5,98.4,11574.04843,2,17754.60284,3.62,9696.645161,0,1,1,0,0,27.29649643
10376.65239,98.4,11574.04843,2,17754.60284,3.62,9696.645161,0,1,1,0,0,27.29649643
22208.5,98.4,11574.04843,2,17754.60284,3.62,9696.645161,0,1,1,0,0,27.29649643
10376.65239,98.4,11574.04843,2,17754.60284,3.62,9696.645161,0,1,1,0,0,27.29649643
21890.5,98.4,11574.04843,2,17754.60284,3.62,9696.645161,0,1,1,0,0,27.29649643
14344.27083,102.4,11574.04843,2,17754.60284,3.31,9696.645161,0,1,1,0,1,31.74708036
14344.27083,102.4,11574.04843,2,15838.15,3.27,9696.645161,1,0,1,0,1,31.64824821
10376.65239,102.4,11574.04843,2,17754.60284,3.31,9696.645161,0,1,1,0,1,29.74708036
14344.27083,102.4,11574.04843,2,17754.60284,3.31,9696.645161,0,1,1,0,1,29.74708036
10376.65239,102.4,11574.04843,2,17754.60284,3.31,9696.645161,0,1,1,0,1,29.74708036
10376.65239,102.9,18116.41667,4,17754.60284,3.27,9696.645161,0,1,1,0,0,22.19766428
10376.65239,102.9,18116.41667,4,17754.60284,3.27,9696.645161,0,1,1,0,0,21.74708036
14344.27083,104.5,18116.41667,4,17754.60284,3.27,9696.645161,0,1,1,0,0,22.19766428
12371.96,104.5,18116.41667,4,17754.60284,3.27,15750,0,1,1,0,0,21.74708036
14344.27083,97.3,11574.04843,2,15838.15,3.01,7775,1,1,1,0,1,41.94474464
14344.27083,97.3,11574.04843,2,17754.60284,3.19,10175.55556,0,1,1,0,1,30.8459125
14344.27083,97.3,11574.04843,2,15838.15,3.01,10175.55556,1,1,1,0,1,41.94474464
14344.27083,97.3,11574.04843,2,17754.60284,3.19,10175.55556,0,1,1,0,1,30.8459125
14344.27083,97.3,11574.04843,2,17754.60284,3.19,10175.55556,0,1,1,0,1,30.8459125
14344.27083,97.3,11574.04843,2,15838.15,3.01,10175.55556,1,0,1,0,1,39.74708036
14344.27083,97.3,11574.04843,2,17754.60284,3.19,10175.55556,0,1,1,0,1,29.29649643
21890.5,94.5,11574.04843,2,17754.60284,3.19,10787.5,0,1,1,0,1,26.74708036
10376.65239,94.5,11574.04843,2,17754.60284,3.19,10787.5,0,1,1,0,1,26.74708036
14344.27083,100.4,11574.04843,3,17754.60284,3.19,10175.55556,0,1,1,0,1,21.74708036
14344.27083,100.4,11574.04843,2,15838.15,3.01,10175.55556,1,0,1,0,1,35.74708036
12371.96,100.4,11574.04843,2,17754.60284,3.19,10175.55556,0,1,1,0,1,28.29649643
14344.27083,104.3,11574.04843,2,17754.60284,3.78,18063.18182,0,1,1,0,0,25.74708036
12371.96,104.3,11574.04843,2,17754.60284,3.78,18063.18182,0,1,1,0,0,25.74708036
14344.27083,104.3,11574.04843,2,17754.60284,3.78,18063.18182,0,1,1,0,0,26.19766428
12371.96,104.3,11574.04843,2,17754.60284,3.78,18063.18182,0,1,1,0,0,26.19766428
14344.27083,104.3,11574.04843,2,17754.60284,3.62,18063.18182,0,0,1,0,0,19.74708036
12371.96,104.3,11574.04843,2,17754.60284,3.62,18063.18182,0,0,1,0,0,19.74708036
14344.27083,109.1,11574.04843,2,17754.60284,3.78,18063.18182,0,1,1,0,0,25.74708036
14344.27083,109.1,11574.04843,2,17754.60284,3.78,18063.18182,0,0,1,0,0,22.29649643
14344.27083,109.1,25098.38462,4,17754.60284,3.58,18063.18182,0,1,1,0,0,20.74708036
14344.27083,109.1,11574.04843,4,15838.15,3.01,18063.18182,1,0,1,0,0,26.54941607
14344.27083,109.1,11574.04843,2,17754.60284,3.78,18063.18182,0,0,1,0,0,22.29649643
